Num_events_int	Num_events_noint
9190	7666
10815	8992
8538	8284
8597	7901
8906	7775
8478	7974
9426	7723
8081	8335
9001	7158
8745	8692
9238	9706
10189	7608
9561	7067
6731	7928
9432	7712
8090	7588
6195	8796
7905	7637
8160	9206
8322	9011
8020	7331
9505	6937
7886	6789
8407	6548
9587	8722
7401	8548
8049	7749
8403	7812
9212	8489
8896	9270
8119	7514
8805	8264
8057	7487
10247	9302
7595	8786
7540	9168
10549	8087
8173	8563
8621	7831
7537	8179
6951	8702
10021	7089
9171	7505
7865	8156
8784	6344
10440	8538
7736	8210
8562	9650
8978	8674
8604	7894
9750	7509
9320	8864
8983	6966
8029	8097
7762	8861
8313	7399
8574	8211
9011	7830
8528	8309
8034	9103
7543	9051
7403	8130
7853	7917
9076	6753
9166	8887
8406	8012
8723	9301
8157	7448
7809	7234
9601	9101
9089	8240
9207	7183
9003	7145
8470	7952
7970	8501
7566	8174
9235	8690
9635	8493
8448	7474
8337	8075
10022	8708
8781	7684
10400	9186
8108	7422
8485	7176
11297	8929
9016	8466
7112	8683
7674	8156
9098	7960
9542	9025
7070	7674
8839	7853
9064	7505
10136	7872
7557	8079
7846	8248
8105	7552
7804	8572
10344	7801
8623	7858
9465	8167
8636	7532
7996	7235
9404	7913
7904	8981
8082	7545
8440	6969
9437	8273
8665	8529
9027	7939
8324	7702
8868	8590
9270	7479
7285	7495
8654	10040
9188	8786
8225	7439
9692	7613
8352	6976
9090	7454
9154	8271
9772	8447
7742	8631
8257	8308
8932	7108
9262	8661
9811	8311
10440	8276
8243	8023
7999	8193
9108	7297
8460	7202
7416	7508
9516	8081
9246	6566
7955	8082
8447	7422
8228	9015
9055	7216
9031	7688
7613	7670
7939	7474
8632	7594
8653	8886
9582	8654
8907	7757
8871	7273
8092	7358
8458	10098
9642	9193
7812	10170
8787	7790
9185	7529
7721	8220
7233	7513
9533	8218
7667	9662
7506	9201
8262	7326
9749	8972
7796	8909
7478	7973
9134	8476
8232	9498
8812	8407
8131	7573
8286	8268
7991	8637
9707	7766
8404	7972
9306	7832
8353	8003
9325	8010
8483	8722
8151	9151
8159	8013
9196	9347
9979	8430
8214	7606
9253	8479
8162	7235
8285	8856
10940	7108
7772	7099
9169	7642
8628	8870
8913	8019
9757	7300
7838	9950
7643	7341
8885	8410
9217	7599
7576	7625
10172	8011
8910	7678
7655	8032
8896	8394
8665	8286
10482	8999
8122	8416
7677	8632
10606	9097
8223	7221
8189	7503
9151	6861
7690	8287
9518	7896
9513	7314
10005	6437
10035	7056
8785	8410
8655	8077
8413	8874
8050	7782
8933	7575
7505	8982
7824	8643
11009	7206
9535	6855
8619	8191
9047	8977
9689	7330
8657	7597
8639	7381
9254	7879
8923	8003
9034	7547
7646	6462
9956	6501
9829	7769
9604	9044
7966	7416
8129	7595
10554	7701
8178	9027
9062	7958
8179	8110
9595	7410
8988	6972
7770	7794
9521	8565
8890	6957
7523	8348
8410	7450
8708	7634
8074	7230
8266	8076
9110	8878
8059	7859
8200	7993
9303	7749
8422	6686
10290	9085
8314	8462
8205	6780
8618	7809
8760	8525
7683	7121
8342	9160
8494	8721
7695	8088
6495	7829
8435	8112
8361	8736
9171	9003
10075	9017
8467	8685
7823	7804
8692	7904
11287	8121
9657	7116
9048	7428
8554	7732
8890	7190
9693	8459
8303	7578
10670	9097
7516	8539
7989	6832
10608	7896
10101	7745
8869	8355
8570	7454
8831	8967
7062	7787
8546	7036
7903	9013
9266	7840
8036	7554
8832	7732
8888	8546
8488	8304
6984	7715
8289	7681
8405	7452
8637	9093
8886	8058
9478	6772
8044	8206
8626	8158
7903	7884
9557	7241
10656	7396
8518	8925
7637	9186
9237	7808
8095	8257
8653	7203
8971	8465
8720	7132
10760	7746
9174	8115
8647	7837
8784	7616
8758	7915
7820	8271
9034	7299
9008	9065
9243	8354
9909	8552
8994	7967
8526	7524
9602	8095
9238	8435
10704	8049
8598	6964
9113	8697
9314	8289
6999	8712
10145	7332
8155	8181
9852	8258
9226	8525
9451	7886
9955	7558
8677	7118
9565	7654
9484	9450
8917	8458
8291	8368
8073	7343
8335	8030
8930	6761
7302	8120
8350	8008
9653	7643
10217	7761
8754	9502
9775	7997
8385	7841
8011	8444
9449	7715
7959	8740
8667	6834
8907	8225
8799	9259
9849	8126
9236	8574
8213	7158
9321	7895
7961	7219
8110	7272
7791	8035
6985	7808
7834	7296
9271	9181
9199	7517
7927	7455
9069	8430
9499	7615
9016	7741
8790	7819
8687	8077
7910	7703
10676	8623
7617	9323
8306	7351
8678	8338
8104	8269
10161	8447
10075	7006
10460	7581
7751	8285
8439	8548
8807	9016
8860	8526
7982	8345
7563	8537
7636	8934
9593	7678
7343	8343
6970	9481
8108	9679
8298	8457
9943	8356
8375	9306
8543	6632
8735	8073
9068	7976
9367	8168
8206	7708
9543	7761
9092	7262
9893	7963
8458	6769
8499	8056
9549	6351
9148	7945
7837	7907
8510	7286
8712	8078
8896	7567
8181	8266
8467	7816
8231	7196
8432	7530
8339	8491
9222	7495
7339	7425
7845	9099
9139	8352
8992	7420
7359	8938
9025	8097
7242	9268
11189	7290
8756	7471
8369	8886
8350	7022
7619	7954
7401	7240
9164	8524
7691	8021
7395	7671
9697	8696
8928	8096
8170	7742
8857	7764
8428	8518
7837	7696
8204	7216
10094	8318
8112	8219
8301	8409
9738	7787
10388	7215
9494	9383
8791	7766
8827	7599
8155	7338
7589	8267
8869	7265
9047	8218
10006	9875
8068	7510
9530	9019
7738	8856
9256	8244
9147	8663
8714	8269
8709	7293
8148	9236
9634	9052
8616	7844
9159	7487
9122	8255
8248	9206
8503	7008
9290	9057
8809	7517
8982	8296
8578	6663
8491	7940
8302	7108
7931	8253
9185	8896
8733	8952
7277	7248
6736	8077
8506	7254
9140	9953
9110	6933
8137	7636
7928	8307
8938	7927
7804	8339
8018	7666
10223	8260
9370	7853
7222	8665
8226	7514
8025	8348
8657	7774
9359	7263
8342	8326
10017	7500
7424	7788
8114	8376
8946	6821
9205	8043
8372	8793
9163	8380
8437	6988
8552	9009
9245	8507
9068	8221
8221	7224
9684	7687
9034	7753
8592	8868
8345	8027
8788	7921
8900	7576
10244	9083
10880	8092
8279	9054
8717	8340
7413	8522
9046	7463
7790	8833
7721	8135
7866	9128
8656	7660
9579	9278
9455	7002
9831	7959
8729	8172
10116	6983
8615	7556
8700	6739
8323	9353
10250	7922
10487	8874
9178	7527
9052	8126
7834	8648
9724	8126
9003	7319
9340	7541
9296	8094
9511	7644
9497	8641
8509	7909
8795	8674
7950	7729
7356	7810
8206	8779
9623	8116
8743	8628
8261	7120
8562	8406
10534	8352
8452	8608
8070	8434
8116	7321
9388	9110
8489	6957
7491	7515
10854	7837
8325	9079
9044	7661
7569	8536
9220	7593
9301	8013
7656	7960
7481	7530
9260	8831
9179	7726
7207	7575
9328	7840
8768	8858
8178	9070
9126	7514
7777	7933
10005	8024
7640	8323
9520	7624
6982	8842
10445	9017
8535	8810
8069	7918
7987	7346
8590	10841
8455	8021
8060	7492
7400	7675
8779	8589
8201	7184
9825	8377
8603	8484
7851	7952
9324	9652
9298	7460
9019	6590
7817	7807
7885	6906
8299	8105
8916	8217
8515	8138
7608	8079
8748	8107
8705	9238
8318	7763
9116	7560
10694	7718
7450	8284
8992	7199
9280	9166
7655	8878
10720	7145
9514	8445
8887	8490
8544	6893
8355	6974
7550	8111
9274	8336
8549	7243
9045	6606
9708	7379
8228	8278
9309	6916
8688	7925
7695	8279
7577	7463
7832	8502
7223	8726
8520	8482
8755	7670
8783	10088
7935	8459
7831	7423
8103	7227
8370	8451
9198	8693
8325	7002
7781	8061
8962	7968
8171	8927
8743	8698
8779	8136
7355	8779
9112	7482
8415	7547
8599	8730
9285	8851
8368	8663
9040	7994
8069	8664
8156	6930
7311	7653
9933	7766
9797	8818
9439	8127
8258	8400
8365	9474
9752	8285
9302	7526
8714	6765
8203	9376
8890	7748
7945	8382
9126	7489
7900	9740
9010	7914
8119	9163
10506	7615
8720	7974
6948	8299
8161	7587
9301	7416
8391	7013
8756	7833
8819	7168
9105	8398
9340	7267
8580	7751
8535	8318
9622	8270
8263	9246
8382	7109
8065	7177
8030	7866
7650	8836
6771	7872
8019	7667
9539	9385
8934	7241
8464	8451
8150	8746
8818	8909
7427	7749
8802	6838
8466	8141
9126	8432
7541	8033
9141	8188
8957	6800
7880	8423
7512	8357
8822	7920
7859	7729
8787	7500
9309	10642
9121	8173
9319	8228
7085	6915
8022	8159
8999	7001
8920	8769
8572	7504
7737	7090
8397	7813
8413	6272
7676	7761
8979	9100
9162	9520
8498	8603
8941	7880
9555	8085
9440	7905
9118	9507
9243	8112
9329	8463
8972	8062
7356	7810
9315	9734
8586	7325
9907	6919
7827	8790
8290	7822
8646	8955
8856	7501
7913	8091
10007	7600
8851	7842
8736	7817
8024	7060
8170	7438
9322	7128
9266	8047
9238	6921
8189	7326
8688	7916
8464	7033
7021	7309
8674	8624
7885	7460
9036	8612
7858	8288
10339	8173
9372	8083
8589	7752
9681	7287
7854	7539
8697	7968
7430	6986
7466	8548
10132	7079
8095	9025
9611	7346
8730	8094
8909	7594
8077	8039
8595	8027
9200	7873
8326	7311
8241	8017
8561	9980
9749	7876
9740	7818
7946	9043
8174	8160
8859	6759
7423	7581
8566	6924
9751	7293
8928	8765
8262	8026
9596	8999
7684	9404
7904	7658
9050	7021
9016	8495
9911	7698
8795	7621
8181	8992
9265	6995
8296	6876
8275	8742
8871	6849
10136	8464
8976	9970
9030	8555
11157	8010
9292	8647
