FSC-HLin,SSC-HLin,BLU-V-HLin,GRN-V-HLin,YEL-V-HLin,ORG-V-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,NIR-B-HLin,YEL-G-HLin,ORG-G-HLin,RED-G-HLin,NIR-G-HLin,BLU-V-ALin,BLU-V-W,FSC-HLog,SSC-HLog,BLU-V-HLog,GRN-V-HLog,YEL-V-HLog,ORG-V-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,NIR-B-HLog,YEL-G-HLog,ORG-G-HLog,RED-G-HLog,NIR-G-HLog,BLU-V-ALog,BLU-V-WLog,TIME,,P02.R1
5.482583,5.188897,0.349464,1.074644,32.156162,24.368694,17.716259,2.887026,0.949053,1.898106,0.364097,0.920086,0.229702,0.916213,0.166125,0.000000,0.738985,0.715075,0.000000,0.031265,1.507264,1.386832,1.248372,0.460451,0.000000,0.278320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,123.000000,,1
10.198939,21.736284,0.263341,1.541195,188.709747,118.691162,94.286697,16.907591,2.012757,2.152822,0.391348,0.790741,0.507516,1.976164,0.021955,0.000000,1.008555,1.337185,0.000000,0.187858,2.275794,2.074418,1.974450,1.228082,0.303791,0.333008,0.000000,0.000000,0.000000,0.295823,0.000000,0.000000,770.000000,,1
20.130486,42.850021,0.247090,1.434829,183.048569,129.873886,86.430672,16.541298,2.284483,2.215668,0.640435,0.680502,1.326945,2.473499,0.050564,9998.000000,1.303854,1.631951,0.000000,0.156800,2.262566,2.113522,1.936668,1.218570,0.358788,0.345505,0.000000,0.000000,0.122853,0.393312,0.000000,3.999913,1036.000000,,1
19.026775,2.732787,0.208461,0.910683,56.572868,35.469013,24.149073,4.880778,1.671418,3.332116,0.595676,0.890100,0.666986,3.378691,0.048657,0.000000,1.279365,0.436606,0.000000,0.000000,1.752608,1.549849,1.382900,0.688489,0.223085,0.522720,0.000000,0.000000,0.000000,0.528749,0.000000,0.000000,1403.000000,,0
1.037652,0.415843,0.000000,0.000000,0.000000,0.000000,0.814637,0.000000,0.000000,0.000000,0.165040,0.000000,0.000000,0.357889,0.055268,0.000000,0.016052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1693.000000,,0
11.767964,31.527225,0.357829,0.742169,39.703148,43.755634,17.931728,3.185723,1.287198,0.901320,0.522469,0.545108,1.021780,3.707134,0.083998,0.000000,1.070701,1.498686,0.000000,0.000000,1.598825,1.641034,1.253622,0.503208,0.109645,0.000000,0.000000,0.000000,0.009358,0.569038,0.000000,0.000000,1722.000000,,1
6.852130,8.898906,0.153800,1.572239,224.546600,136.663025,110.052444,20.194929,2.765907,2.172946,0.872732,0.321016,0.504781,2.238007,0.102024,9998.000000,0.835826,0.949337,0.000000,0.196519,2.351306,2.135651,2.041600,1.305242,0.441838,0.337049,0.000000,0.000000,0.000000,0.349862,0.000000,3.999913,1802.000000,,1
5.405443,13.477354,0.185602,0.791979,30.755112,22.904139,11.476475,2.630693,1.029167,1.134875,0.386437,0.174482,0.553992,0.136512,0.115991,2618.733154,0.732831,1.129605,0.000000,0.000000,1.487917,1.359914,1.059808,0.420070,0.012486,0.054948,0.000000,0.000000,0.000000,0.000000,0.000000,3.418091,2056.000000,,1
1.559622,2.828473,0.333333,1.025134,249.339645,157.816360,121.192650,21.353859,2.128267,3.531613,0.468348,0.538899,0.802420,2.811923,0.130932,0.000000,0.193019,0.451552,0.000000,0.010781,2.396791,2.198152,2.083476,1.329476,0.328026,0.547973,0.000000,0.000000,0.000000,0.449003,0.000000,0.000000,2188.000000,,0
2.513985,13.603604,0.302130,0.374678,65.427994,46.899952,35.045204,6.672138,0.647681,3.035077,0.415005,0.786688,0.656106,1.088878,0.063161,9998.000000,0.400363,1.133654,0.000000,0.000000,1.815764,1.671172,1.544629,0.824265,0.000000,0.482170,0.000000,0.000000,0.000000,0.036979,0.000000,3.999913,2272.000000,,1
