position,TECAN,sample,REP,conc_ara,tmp,k,n0,r,t_mid,t_gen,auc_l,auc_e,sigma
B10,40,WT&CDS,2,0.01,0,1.31946183135237,0.00963212106781531,0.926688121620771,5.30118908741791,0.74798323663374,19.384089435507,14.31424,0.0444568781863744
B11,40,WT&EMPTY,1,0.0005,0,1.30805792197597,0.00466414277730274,0.938252694320038,6.00352411885262,0.73876385834658,18.3032239386748,13.276745,0.0428181825211341
B12,40,WT&EMPTY,2,0.0005,0,1.27768240885355,0.00426977382139243,0.995171505426744,5.72554057480004,0.696510276650972,18.2339288974811,13.33845875,0.0390481251378713
C1,40,WT&CDS,1,0.0001,10,0.000795000000000004,0.00210842788717243,0.165432845807877,-2.86099270637635,4.18990060392797,0.0204764181211903,0.0151575,0.000595367120469352
C2,40,WT&CDS,2,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,40,WT&CDS,1,0.02,10,1.35254031185269,0.00876089179017738,0.781718343523147,6.43830827949459,0.886696834355942,18.3315341199885,13.11815875,0.0464074261665473
C4,40,WT&CDS,2,0.02,10,1.35078839710852,0.00686594540717508,0.781793127467098,6.74957848896283,0.886612015643636,17.8897657099023,12.68397875,0.0461102926104958
C5,40,WT&EMPTY,1,0.001,10,1.17572690784626,5.88637617614436e-07,1.0665409398478,13.6022356493605,0.649902085014063,7.52322179984772,3.14093875,0.0120766089876499
C6,40,WT&EMPTY,2,0.001,10,0.931557507841217,1.36754978555221e-06,0.969663852760922,13.8518013606013,0.714832442795871,5.72987036102766,2.30586125,0.00966506394871288
C7,40,WT&CDS,1,0.0001,0,1.30989794034065,0.00529157610547038,0.939809992696363,5.86027020186833,0.737539700521028,18.5159634223061,13.47974625,0.045109460778798
C8,40,WT&CDS,2,0.0001,0,1.29427380718399,0.00416758310329945,0.957835525073814,5.98760790535989,0.723659921160816,18.1315160049202,13.16138375,0.0413166688344621
C9,40,WT&CDS,1,0.02,0,1.28880475130103,0.00664995367631686,0.926530169755779,5.67891652128202,0.74811075039537,18.44988698724,13.4942125,0.0443627674559498
C10,40,WT&CDS,2,0.02,0,1.30548519385918,0.00799297359448313,0.901233753797034,5.64739807245134,0.769109210168406,18.7282166179963,13.701615,0.0471979275767504
C11,40,WT&EMPTY,1,0.001,0,1.29073582241217,0.00638886071174498,0.94233604904221,5.62798134742772,0.735562627859202,18.5436844673204,13.58360875,0.043053629483769
C12,40,WT&EMPTY,2,0.001,0,1.23907633634938,0.00494721074636438,0.983038575720648,5.6145272861115,0.705106796090694,17.8196570931524,13.06633125,0.0400052460677581
D1,40,WT&CDS,1,0.0002,10,0.00100500000000001,0.00197550122177442,0.0652330897996359,-10.8957703671122,10.6256990537924,0.0283086922126144,0.01732625,0.000809206030814843
D2,40,WT&CDS,2,0.0002,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D3,40,NC,1,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D4,40,NC,1,0.0005,10,0.000765000000000002,0.00188000000000001,0.321654975418262,-1.62415448805184,2.15494002434943,0.0174362051557341,0.01401125,0.000468584144524411
D5,40,WT&EMPTY,1,0.002,10,1.26319645648689,6.61810982006627e-05,0.95139886407098,10.3602274706427,0.728555821050709,12.176994992413,7.3578325,0.028284657322843
D6,40,WT&EMPTY,2,0.002,10,1.26778051809277,2.47673467743339e-05,1.01736393519875,10.6581649608283,0.681316839115724,11.8434650169829,7.01918375,0.0232319274555569
D7,40,WT&CDS,1,0.0002,0,1.31780279177436,0.00858549277671595,0.91043979004122,5.52162912748686,0.76133225737922,19.0701793817504,13.99823875,0.0488594569848661
D8,40,WT&CDS,2,0.0002,0,1.31499794230364,0.00729188596837225,0.915010221272825,5.67126731457205,0.757529440049033,18.8342655419798,13.77382,0.0474328951680112
D9,40,NC,1,0.0001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D10,40,NC,1,0.0005,0,0.000980000000000009,0.00187516991257648,0.446575604349667,-1.65580251233365,1.55213848183524,0.0210238621817609,0.016665,0.000519847801869586
D11,40,WT&EMPTY,1,0.002,0,1.29049226122247,0.00413297218196814,0.986162913649281,5.82112181108572,0.702872893480616,18.2935359945697,13.34747125,0.0386182368674729
D12,40,WT&EMPTY,2,0.002,0,1.23345439595188,0.00385375797252828,1.03382926083358,5.57673898438422,0.670465817538436,17.7867016132614,13.06661875,0.0360410415969323
E1,40,WT&CDS,1,0.0005,10,28720.6715335132,1.49190339323436e-09,1.10997043494969,27.5580182398871,0.624473552389133,5.88112803072703,0.107635,0.0014366861375887
E2,40,WT&CDS,2,0.0005,10,140478.010332676,0.000963932070510205,0.0515849542407557,364.394933509868,13.4370029161005,0.0337442695404835,0.0245700000000001,0.001006219191099
E3,40,NC,1,0.0002,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E4,40,NC,1,0.0005,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E5,40,WT&EMPTY,1,0.005,10,1.29620997021176,0.00052558662453755,0.884066440764559,8.83421676931902,0.7840442172655,14.4726806240022,9.4966775,0.037508885139035
E6,40,WT&EMPTY,2,0.005,10,1.29112674040111,0.00111906657343308,0.879632389126363,8.01460770652021,0.78799642797188,15.473426461169,10.5227475,0.0367879022610598
E7,40,WT&CDS,1,0.0005,0,1.30796679954163,0.00348499208669202,1.05081605505955,5.63856571892556,0.65962751256276,18.7809586930067,13.78238875,0.0332688710808173
E8,40,WT&CDS,2,0.0005,0,1.31212761619131,0.00399994622598062,0.925440334192728,6.25655809759695,0.748991755545846,18.0288250972709,12.97827125,0.0469004661115332
E9,40,NC,1,0.0002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10,40,NC,1,0.0005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E11,40,WT&EMPTY,1,0.005,0,1.28854576137568,0.00547241856956059,0.949412608129331,5.74807287260601,0.730080024875258,18.3584858163937,13.406875,0.0437747906268542
E12,40,WT&EMPTY,2,0.005,0,1.22249851970524,0.00285713600394122,1.0355089072445,5.84880765243393,0.669378288984898,17.2970498172823,12.6171525,0.0358901249556807
F1,40,WT&CDS,1,0.001,10,1.12994832221397,9.67182567857403e-07,1.13621068771945,12.2961786535634,0.610051628673902,8.70507623182046,4.43837,0.0173591864533496
F2,40,WT&CDS,2,0.001,10,1.21319884962215,1.74543493683543e-06,1.11725945201819,12.0399660718968,0.620399477764866,9.65725150994486,5.0627225,0.0223254827172403
F3,40,WT&EMPTY,1,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,40,WT&EMPTY,2,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,40,WT&EMPTY,1,0.01,10,1.24227714756569,0.000192399926242643,0.904576047950004,9.69816262432103,0.766267448857164,12.7976476488956,8.0374775,0.0324488351090638
F6,40,WT&EMPTY,2,0.01,10,1.25601130862092,0.000272981547193756,0.924165582741935,9.12588633820527,0.750024880285442,13.6577730385809,8.84936,0.0316958161760146
F7,40,WT&CDS,1,0.001,0,1.37155431070531,0.00986889449742194,0.913340635447608,5.39458166649671,0.758914203155156,20.0212825573576,14.7419775,0.0528032013412559
F8,40,WT&CDS,2,0.001,0,1.37438535671152,0.0156060012597378,0.88876170613848,5.02574140591793,0.779902166995417,20.5627445899653,15.26909875,0.0552343394899642
F9,40,WT&EMPTY,1,0.0,0,1.28662320508654,0.0126974471410993,0.952398445244684,4.83879160232673,0.727791171878558,19.4933649689712,14.55574625,0.0462906481658889
F10,40,WT&EMPTY,2,0.0,0,1.30761081403776,0.00463014538598103,0.949539685069928,5.93953213456644,0.72998231823128,18.3807371691185,13.36250375,0.0412694488316219
F11,40,WT&EMPTY,1,0.01,0,1.28839451057779,0.00388577009265856,0.97285743423391,5.96265211197324,0.712485875287342,18.0816432970774,13.13588125,0.0415974415917411
F12,40,WT&EMPTY,2,0.01,0,1.23382251671336,0.00285413192905195,1.03385374295882,5.86813051712867,0.670449940603985,17.4334554396223,12.70962625,0.0364086860332895
G1,40,WT&CDS,1,0.002,10,1.21536724407211,3.38559278235595e-05,1.08153447849845,9.69771661911859,0.640892356499145,12.5210427355256,7.89643,0.0262176244063652
G2,40,WT&CDS,2,0.002,10,1.25926014539217,2.70360747386249e-05,1.04870771499378,10.2496064641313,0.660953639083372,12.2782997176801,7.4742325,0.0277551820249626
G3,40,WT&EMPTY,1,5e-05,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G4,40,WT&EMPTY,2,5e-05,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G5,40,WT&EMPTY,1,0.02,10,1.30092087258487,0.0024902412251272,0.787705507574968,7.94272981974992,0.879957260542546,15.682513943453,10.662445,0.0455783293991839
G6,40,WT&EMPTY,2,0.02,10,1.28929811741429,0.00251765521529791,0.803295134619015,7.76373507691418,0.862879844141829,15.773142531254,10.8007625,0.0439275772493224
G7,40,WT&CDS,1,0.002,0,1.29842513963856,0.00443823476996838,0.972962920044337,5.83293208317414,0.712408629640643,18.3903091353446,13.40731375,0.0446891157611119
G8,40,WT&CDS,2,0.002,0,1.30108069918421,0.00599297350890359,0.965831708311081,5.56592413180076,0.717668693826619,18.7736793891973,13.77954,0.0450396300989509
G9,40,WT&EMPTY,1,5e-05,0,1.28442736515805,0.0126038167468727,0.95085842156838,4.85267546177719,0.728969912699141,19.4423182346728,14.5128925,0.0462751780860538
G10,40,WT&EMPTY,2,5e-05,0,1.28881727777336,0.012787776559692,0.95400529294858,4.8249405525769,0.726565340552366,19.5444082581538,14.5986,0.0463170543934318
G11,40,WT&EMPTY,1,0.02,0,1.28597960422316,0.00818696502457393,0.907083984262553,5.5676720093498,0.764148846838548,18.55062792322,13.60113375,0.0467185553629456
G12,40,WT&EMPTY,2,0.02,0,1.23316640391644,0.00580761332296522,0.948441484372424,5.64447064406807,0.730827564990575,17.6966203133998,12.95903125,0.0420333368119378
H1,40,NC,1,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,40,NC,1,5e-05,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3,40,WT&EMPTY,1,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4,40,WT&EMPTY,2,0.0001,10,0.00122999999999999,0.00377035902249051,0.169119492645246,-2.334827308788,4.0985646877142,0.032578475727804,0.0236487499999999,0.000806755797381056
H5,40,NC,1,0.002,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H6,40,NC,1,0.005,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H7,40,NC,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H8,40,NC,2,5e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H9,40,WT&EMPTY,1,0.0001,0,1.22582743904528,0.00246787523607733,1.05007905217641,5.91002984867801,0.660090475210716,17.2695199156194,12.5816725,0.0355049863927964
H10,40,WT&EMPTY,2,0.0001,0,1.21709184490602,0.00228404037999604,1.05079184243751,5.97301476187905,0.659642711873419,17.0699541220974,12.41666625,0.034682087366829
H11,40,NC,1,0.002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H12,43,NC,2,0.005,0,0.001,0.00143343627115777,0.0188549254289961,-63.4362122846347,36.7621279209084,0.0267705517873934,0.0192125,0.000698916248670905
A1,43,WT&CDS,3,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2,43,WT&CDS,4,0.0,10,4944.32211064862,0.000270716562836879,0.091143592933127,183.451548638906,7.605001714915,0.015414279448479,0.01020875,0.00029940953539706
A3,43,WT&CDS,3,0.005,10,1.33383941401287,0.000548531343237085,0.92898977432954,8.39182150945131,0.746130043315273,15.4828851793123,10.3759475,0.0368123382077704
A4,43,WT&CDS,4,0.005,10,1.34257653928478,0.000735956369673169,0.887386404858453,8.46123168107878,0.781110885590487,15.4909041234092,10.34396625,0.038715812520823
A5,43,WT&EMPTY,3,0.0002,10,0.000689999999999996,0.00134401815011517,0.323158504922571,-2.2288874067315,2.14491393542628,0.0152219585150061,0.0119137499999999,0.000474211088624199
A6,43,WT&EMPTY,4,0.0002,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A7,43,WT&CDS,3,0.0,0,1.28847499490709,0.00369482770291103,1.09885067616056,5.32502651180469,0.630792878047665,18.9049692274905,13.995955,0.0276245203586385
A8,43,WT&CDS,4,0.0,0,1.29488676464585,0.00502423952630702,1.10723017151085,5.01071679611793,0.626019050414895,19.4048780135458,14.47249875,0.0309685235691596
A9,43,WT&CDS,3,0.005,0,1.24667460248516,0.00297846775893697,1.1659940953629,5.17535552653314,0.594468859933817,18.4789502879198,13.74102,0.0297790711638601
A10,43,WT&CDS,4,0.005,0,1.19800017813505,0.00107724790602284,1.26473756495877,5.54510276149306,0.548056134145538,17.3161173382826,12.7780475,0.0305509450558014
A11,43,WT&EMPTY,3,0.0002,0,1.11630643806447,0.000815744312541525,1.39702168022138,5.16864132388947,0.496160646877079,16.5557570460174,12.35344,0.0450167086633587
A12,43,WT&EMPTY,4,0.0002,0,1.02382247925872,0.00039608005787306,1.55568340651074,5.05054587620727,0.445557995707246,15.3053325334087,11.4745525,0.0606914668038267
B1,43,WT&CDS,3,5e-05,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2,43,WT&CDS,4,5e-05,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3,43,WT&CDS,3,0.01,10,1.32960297844736,0.00264093525256694,0.886404531211904,7.01656421497668,0.781976125068162,17.2598476134427,12.168395,0.0358746436209106
B4,43,WT&CDS,4,0.01,10,1.34813564790181,0.00169945130867428,0.884265004126944,7.5485415073354,0.78386815866846,16.7843571696222,11.6086175,0.0399651449316969
B5,43,WT&EMPTY,3,0.0005,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B6,43,WT&EMPTY,4,0.0005,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B7,43,WT&CDS,3,5e-05,0,1.2997366939517,0.00345473140528977,1.05516359420483,5.61762245794922,0.65690968146252,18.6900256761235,13.726205,0.0302046558529991
B8,43,WT&CDS,4,5e-05,0,1.30835470479157,0.0038504318854918,1.0774297709359,5.40674967145722,0.643333978007539,19.0895689167276,14.097115,0.0294809389908421
B9,43,WT&CDS,3,0.01,0,1.2962519298746,0.00112643337541262,1.08173195744638,6.51483622470141,0.640775356398122,17.4791283459473,12.52534625,0.0321841850130483
B10,43,WT&CDS,4,0.01,0,1.30764008895473,0.00357599172172985,1.07358169373157,5.49468977320061,0.645639902959497,18.9643899043548,13.971455,0.0314922885844212
B11,43,WT&EMPTY,3,0.0005,0,1.29389409550062,0.00237075628244533,1.11456840301389,5.65274294155421,0.621897389774923,18.5617023152768,13.6280075,0.0287611428627175
B12,43,WT&EMPTY,4,0.0005,0,1.23913991742508,0.00170262885354215,1.18097281685256,5.57898055074545,0.586928988261789,17.8682181830308,13.1576425,0.02780748136156
C1,43,WT&CDS,3,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2,43,WT&CDS,4,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,43,WT&CDS,3,0.02,10,1.33438713284343,0.0118289959928869,0.771800399959382,6.1113849099011,0.89809124301623,18.5174326714697,13.38307875,0.0437314914178281
C4,43,WT&CDS,4,0.02,10,1.36553387314339,0.0107746265632667,0.768509626988039,6.29033767733669,0.901936886954226,18.7069797249589,13.45270875,0.0442408421505493
C5,43,WT&EMPTY,3,0.001,10,0.734778702141012,2.95612357212601e-07,1.13389460221208,12.9871246438991,0.6112977160379,5.15313925632211,2.4117025,0.0130208660850926
C6,43,WT&EMPTY,4,0.001,10,0.699472374613558,9.24787340295125e-09,1.53304250144153,11.8336205325385,0.452138267470195,5.71215850148566,3.19115125,0.0694162076987814
C7,43,WT&CDS,3,0.0001,0,1.30317403649755,0.00302433265267458,1.06304176869522,5.70395671715434,0.652041341151358,18.6273844531121,13.6493675,0.0310286779079717
C8,43,WT&CDS,4,0.0001,0,1.29951464549268,0.00332486410278625,1.07465429612218,5.55132522341936,0.644995495817699,18.7731668426454,13.81222875,0.0298538960582132
C9,43,WT&CDS,3,0.02,0,1.29329726794123,0.00982776814280759,0.930374453883328,5.23671985349611,0.745019575362146,19.0827078063145,14.11628,0.0419068241700171
C10,43,WT&CDS,4,0.02,0,1.30687316162107,0.0113323815670431,0.941742405648009,5.03218204498103,0.73602630231246,19.5489547255514,14.5347425,0.0411180854966312
C11,43,WT&EMPTY,3,0.001,0,1.28484554462814,0.00312674713382604,1.09788271208117,5.47960541750782,0.631349025658668,18.6536129749646,13.75176125,0.0288428748494625
C12,43,WT&EMPTY,4,0.001,0,1.23403622116298,0.00304827807454003,1.13544635768339,5.28514220478755,0.610462287248996,18.1559795957975,13.4547525,0.0273609338682812
D1,43,WT&CDS,3,0.0002,10,0.000540000000000006,0.00255414101596178,0.0809734412116233,-2.93334649729862,8.56017936484152,0.0200305701576634,0.0144362500000001,0.000617650281155297
D2,43,WT&CDS,4,0.0002,10,0.000694999999999994,0.00238617778887272,0.134332535961004,-2.56280155139567,5.1599351981352,0.0200260096128772,0.0146349999999999,0.000578229904003402
D3,43,NC,2,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D4,43,NC,2,0.0005,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D5,43,WT&EMPTY,3,0.002,10,1.3024395669555,4.55497715691689e-05,0.974972812918278,10.5243027660176,0.710940009173409,12.3416061477277,7.3816775,0.0246159898801824
D6,43,WT&EMPTY,4,0.002,10,1.29496891156186,1.49164033880411e-05,1.10638985117082,10.2780445875779,0.626494521643013,12.5896414800057,7.68841375,0.0133248558816435
D7,43,WT&CDS,3,0.0002,0,1.30390136698556,0.0050630588900368,1.05131307939425,5.27650118612689,0.659315663569341,19.1931651516692,14.2121325,0.0332607130909286
D8,43,WT&CDS,4,0.0002,0,1.3117070041426,0.00494894010092045,1.03898387446716,5.36690827744882,0.667139498113409,19.1895569609209,14.17511125,0.0334263259526248
D9,43,NC,2,0.0001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D10,43,NC,2,0.0005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D11,43,WT&EMPTY,3,0.002,0,1.29333439695263,0.0043662947379512,1.07586502988437,5.28661340883939,0.644269644710397,19.0252638633163,14.0878375,0.0309210193926606
D12,43,WT&EMPTY,4,0.002,0,1.24414861643586,0.00328470420343062,1.13246361813377,5.2401564351727,0.612070153478492,18.3605346806475,13.619895,0.0284003570914313
E1,43,WT&CDS,3,0.0005,10,0.000784999999999994,0.00147252380518015,0.0451674526504262,-16.8625101162543,15.346164990188,0.0229877496894395,0.01523375,0.00070438733777458
E2,43,WT&CDS,4,0.0005,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E3,43,NC,2,0.0002,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E4,43,NC,2,0.0005,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E5,43,WT&EMPTY,3,0.005,10,1.27513650030306,9.33677805410764e-05,0.951108455874727,10.0114179229328,0.728778275788184,12.7368077481947,7.871845,0.026291796198042
E6,43,WT&EMPTY,4,0.005,10,1.27001838110802,8.46138558216087e-05,1.05898297487121,9.08076664110253,0.654540438333528,13.8675585734867,9.046285,0.0183470752375383
E7,43,WT&CDS,3,0.0005,0,1.31147721861288,0.00422353580097323,1.0586403320416,5.41733672139903,0.654752288931977,19.1208348977598,14.11223375,0.0332454718138476
E8,43,WT&CDS,4,0.0005,0,1.30814106194834,0.00349074839831915,1.05046804949738,5.63898556811304,0.659846038050943,18.7829055372183,13.7836175,0.0333650446537343
E9,43,NC,2,0.0002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10,43,NC,2,0.0005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E11,43,WT&EMPTY,3,0.005,0,1.29504199270431,0.00620798881111324,1.05242594980664,5.06986380951537,0.658618481126675,19.3292405822863,14.38050875,0.0337645706544838
E12,43,WT&EMPTY,4,0.005,0,1.22549724371608,0.00355664919690376,1.12809014389288,5.17633869247211,0.614443078252586,18.1631987407199,13.492545,0.0291122150443216
F1,43,WT&CDS,3,0.001,10,1.19804338480642,6.89859786625398e-06,1.09651857079003,11.0028928386232,0.632134465411324,10.7789751690757,6.2265325,0.0215106839130555
F2,43,WT&CDS,4,0.001,10,1.24211749470551,3.07854314376941e-06,1.0828470061468,11.9203073995322,0.64011552567009,10.0361066109349,5.3278,0.0194637377123149
F3,43,WT&EMPTY,3,0.0,10,0.00108,0.00279453515458503,0.0430288859622983,-11.3533913707914,16.1088804661891,0.0379224317061159,0.0238275,0.00106491860169118
F4,43,WT&EMPTY,4,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,43,WT&EMPTY,3,0.01,10,1.29123125458876,0.000473050370608342,0.89635617597617,8.82633343344213,0.773294365719161,14.4273240415102,9.4869925,0.0321095514928736
F6,43,WT&EMPTY,4,0.01,10,1.2812984567165,0.000421527725501888,0.959926493917026,8.35394168142679,0.722083602184502,14.9216559858358,10.03634875,0.0255093118975552
F7,43,WT&CDS,3,0.001,0,1.36741955662791,0.00558386071459645,1.0167556462664,5.40612530031585,0.681724446876918,19.9504470697269,14.71444875,0.0388664821886332
F8,43,WT&CDS,4,0.001,0,1.36324721770511,0.00835385338857004,1.02302396753367,4.9742286375662,0.67754735231766,20.4756503191603,15.2603325,0.038727681176779
F9,43,WT&EMPTY,3,0.0,0,1.28600869113243,0.00408928513542373,1.08499420858099,5.29748781417128,0.638848737696471,18.9037836394342,13.994525625,0.031889430206586
F10,43,WT&EMPTY,4,0.0,0,1.29174415802717,0.00443674831504653,1.09699272020921,5.16902818545368,0.631861240088952,19.1537698722819,14.233251875,0.0286748101953668
F11,43,WT&EMPTY,3,0.01,0,1.29492448359871,0.00317687208155031,1.04866407264982,5.72905507517916,0.66098114604848,18.4767632098108,13.5242375,0.0338239292535667
F12,43,WT&EMPTY,4,0.01,0,1.20710671371707,0.0010597686085307,1.11685557102471,6.3007723603061,0.620623828669255,16.5354805987583,11.92638,0.0299102429873595
G1,43,WT&CDS,3,0.002,10,1.21873861030906,1.44372312132708e-05,1.10699788332852,10.2470880114018,0.626150411847032,11.8862598997962,7.238165,0.0272551861835599
G2,43,WT&CDS,4,0.002,10,1.32474951939656,0.000118520186232228,1.0154531080652,9.17970620149714,0.682598905901857,14.3340843502501,9.28266125,0.0301679415246753
G3,43,WT&EMPTY,3,5e-05,10,0.000945000000000001,0.002495043918429,0.089699696841732,-5.30685256902433,7.72741943356786,0.0279795226060205,0.0219450000000001,0.000818713943697232
G4,43,WT&EMPTY,4,5e-05,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G5,43,WT&EMPTY,3,0.02,10,1.27863362055578,0.00148926151289353,0.822305129067923,8.21361960199545,0.842931846169588,15.0687461590036,10.165025,0.0364845795288131
G6,43,WT&EMPTY,4,0.02,10,1.27789270291089,0.00178075206110501,0.860514574439483,7.64023946811386,0.805503127023088,15.7924126476011,10.890895,0.0356726714130586
G7,43,WT&CDS,3,0.002,0,1.2975606737155,0.00318767577418895,1.09041969248026,5.50841999005066,0.635670086793202,18.8007775403989,13.850735,0.0331188498763858
G8,43,WT&CDS,4,0.002,0,1.26808595054965,0.00217712084174202,1.11719565947353,5.69778645539193,0.620434902948501,18.1344857782375,13.30121625,0.0291791901730538
G9,43,WT&EMPTY,3,5e-05,0,1.28319878467534,0.00416768940660197,1.09996272998322,5.20608214647273,0.630155151320916,18.9797424047971,14.08514375,0.0312133526441922
G10,43,WT&EMPTY,4,5e-05,0,1.28903988717327,0.0039644874081366,1.07281928198937,5.38878840262507,0.64609873461131,18.8307336495049,13.90602,0.0329319067617828
G11,43,WT&EMPTY,3,0.02,0,1.27911254394902,0.00602413798580017,0.964201218949524,5.55218821718635,0.7188822902704,18.4741159060268,13.5652775,0.0395382613267993
