Num_events_int	Num_events_noint
19270	12601
13269	15277
13674	16697
20352	13564
10222	13971
12036	17287
14412	15035
10351	13896
14833	13697
10890	12160
13251	13488
13508	11316
17749	15529
13032	16630
12921	10589
12755	12302
14612	14397
14374	17600
14910	9681
16538	18204
14733	15087
16432	15771
15085	13575
12791	16026
14515	17321
15395	14962
13849	18017
14779	13896
9236	11110
11728	17418
14346	11449
12101	14231
13274	12010
11961	14205
12917	13654
15185	15150
14259	14306
10792	11544
17812	14224
10925	12141
15393	11545
19876	16216
11574	16015
12264	11576
16103	10669
16861	13185
16281	12661
12870	10949
11577	18901
13215	12087
20293	12986
15513	20181
14342	12744
13979	10972
13594	14056
12113	15738
16037	16771
18148	15264
14493	12384
13668	15625
11997	12097
16762	11141
12393	13800
9963	11442
15098	17087
13708	9609
14467	11148
14792	16503
18069	14297
16426	12246
16377	12099
16056	18289
12503	15564
12405	12863
16280	9819
16387	14256
14104	14755
13589	11933
17649	10750
11218	10565
18038	14760
16237	10100
15564	11028
13018	15150
17470	9809
13436	11680
14744	12588
15299	13401
14916	12902
15164	16218
13812	15360
14264	11740
14217	17290
13688	12641
19535	13619
13877	15268
19108	17408
16581	13988
12705	13963
12194	17123
12414	14262
17717	13549
17293	17078
13285	14913
18492	11912
14356	11753
12212	18068
18158	11712
13511	18643
11162	13573
14940	13306
12067	11379
12860	12157
17099	11762
11697	10683
15152	16667
14144	14263
12793	10431
15738	15271
18283	16719
21506	13837
13831	16724
14576	14119
11449	12287
16076	18234
13042	15461
14960	12493
16658	15160
11350	13540
13854	11717
18624	16424
15643	16611
12137	18532
12089	12211
13329	16067
17922	14199
15243	11753
11584	11884
13302	12107
16254	19608
14542	15244
13481	15555
15144	12880
11134	15707
16807	10740
11542	21167
14575	11460
13449	14430
13391	11735
16281	10889
13052	14467
16932	12458
15695	11579
13256	12683
14996	16973
14116	11866
11859	12461
12068	17157
12645	14636
14944	13620
14634	12910
16055	13902
15372	14300
12348	16106
15701	12891
17319	15940
13145	15946
11464	20035
14525	13571
16064	14524
10208	18062
11539	17429
13624	13566
12187	18628
13363	16784
14435	11561
14487	13464
18537	17995
12620	13336
18475	14544
10765	12503
15322	12410
16069	14317
18034	16305
12552	13664
12394	13595
12261	10313
15373	12587
16002	14721
17439	15878
12122	15090
17920	14438
13111	17002
11629	15536
10530	12270
16135	11554
14345	11600
11437	13216
16353	12043
12750	9736
16094	13835
16070	12134
14403	13099
14540	15113
14227	18479
12904	11426
15780	12847
13942	10897
21678	14567
18075	16993
13029	12509
18581	14794
13074	10717
14444	11827
10146	15553
12866	13756
15018	15847
14138	17230
12134	10991
15351	17553
17673	15912
14212	15069
16049	14635
10581	13410
14134	13922
12330	10321
13618	15006
12900	11601
14347	13226
11781	12033
18666	12989
14140	11306
13341	17828
16906	14226
15949	12748
13868	13618
17115	20737
12002	13395
13265	13529
16415	12566
14420	14528
18049	18481
13960	18543
15467	12651
16235	12355
13205	13659
12926	15232
13056	10792
19656	13470
13516	12999
16777	14758
16280	15581
14798	13595
10641	13790
15598	15526
18669	12129
17139	10732
12192	15790
14517	15938
15506	11765
13702	12277
14748	14233
12202	11095
10798	14355
14911	20264
13512	14047
12769	16588
16626	11036
12707	14501
14257	13562
17271	12275
15973	20157
14167	14905
20297	13093
16170	14741
14708	12089
16937	11080
14972	17078
14150	16689
14647	13247
15328	11695
14474	13951
13923	14745
13252	12568
15290	9872
17732	12416
14814	13559
12296	14426
16599	10784
15516	14245
18414	13004
15096	11070
11728	12612
11531	16578
18443	15051
12663	13031
14781	16403
16805	12915
13662	14977
11639	12570
15011	13509
12765	13606
14268	12503
13354	13421
12657	11758
16748	14177
17522	12765
11472	14437
11577	12799
12588	16871
14760	21154
18038	18503
23284	13255
19380	14796
15054	12492
11188	14386
12694	18510
13734	14576
15843	10195
13650	13673
14028	15814
14453	15067
10957	16886
11850	14809
15608	14083
17167	13010
15598	12373
17040	12647
12161	19707
16530	17760
14412	14341
13532	11412
17978	12484
12464	13916
20514	15390
17152	16144
13311	15170
14335	14342
12065	19436
13103	11220
15061	13898
16039	14634
16275	14468
14811	13979
13154	9951
9971	15141
15253	13375
13747	17580
13046	16901
12976	9786
16674	12935
13539	14932
15659	13770
11528	13394
13387	13187
9780	12755
14169	12033
11818	13907
12345	16574
16452	11214
16208	12414
14388	17613
10811	14496
18103	9934
12868	11492
12471	12217
15321	14793
15919	11467
16226	17635
11768	13428
13677	10553
14301	13388
14120	13352
16939	15204
13411	12627
15260	15554
13849	13820
12262	14428
11102	13250
14875	11599
13197	14111
12418	13954
18394	14904
14457	15973
11466	12652
17829	13306
13856	12400
15587	14776
17012	12402
13908	16210
13116	16136
16068	15474
14426	16960
13235	13662
13602	14048
14416	13677
17694	13482
12702	13267
15571	11170
11834	14945
15638	18030
16562	11361
16306	13109
19891	13696
13841	12579
14350	12950
12500	12440
15285	11109
13454	10338
10992	12281
14561	11192
10879	16099
19741	14030
11661	16150
12301	12581
10919	12872
12165	13391
17653	14921
12267	18691
16989	16211
14141	12366
13695	12962
15059	12221
13047	15841
11970	14293
12200	13689
13551	12558
20058	16673
16960	12578
16984	14213
11761	14781
15141	14361
13538	15029
12886	13915
14852	16865
16520	10509
11197	11667
13479	12589
13828	16362
10569	16555
15369	11000
16597	11300
15232	16157
12706	15709
12005	15408
15421	16917
13125	11229
17960	13940
17490	10800
16446	14770
14702	16252
15905	17754
14771	14594
18418	14909
12516	12253
12896	13511
12796	10822
14920	13516
18860	12637
15350	10804
12856	14353
14066	13110
12125	11825
12735	13202
12547	11521
12623	13969
12490	14450
9851	15700
11869	13105
13637	10367
11112	12996
16880	11969
16226	21602
10680	10943
14924	11261
11732	18823
18709	14657
15422	16435
10597	13147
12373	11459
18858	13669
11043	17431
12783	15926
16125	11965
14172	12575
10847	14735
15595	17123
14956	17124
16157	18768
18185	16138
12719	17295
17259	15333
13628	15315
14399	10863
13624	19052
16395	16272
14448	17572
13370	17395
12476	14480
13154	17468
12121	13360
13989	15310
18903	13370
15663	14700
14817	18517
14685	11745
11723	14250
12798	17054
11585	12710
15947	15540
19057	12782
15511	12991
16555	19256
15211	13159
11202	13907
15611	14796
13115	15753
13631	15501
12570	14708
13262	10339
12791	14742
11707	16019
15135	14969
13768	13735
14291	17157
12941	14698
17943	12086
12088	11699
17125	13357
17652	12870
14309	14945
16645	14212
17567	12686
12950	13229
14715	13597
16985	12514
15145	11087
12716	11786
14857	9614
13959	14987
11622	13892
17299	12000
18722	11597
13721	16133
13280	10418
15825	13035
16765	15509
20002	13232
14711	11778
15963	17606
13645	10398
16606	11853
17713	13009
15957	12804
14188	18918
14974	15043
15222	11934
13424	14861
13765	13600
13685	12630
13309	14983
23277	12821
18024	19986
15353	16370
13982	14474
17638	19731
13676	13195
13464	15005
16669	12738
14267	13408
14206	12175
19460	13910
17983	17707
15358	17478
14110	15656
10230	12558
20669	16785
11960	14649
17177	13404
16909	16230
13103	13532
12530	16254
19202	12087
13886	14286
13597	17340
19885	21030
13721	9929
14448	14263
13369	15917
14450	10802
17056	14493
12756	15227
16048	13979
16255	12553
15364	12762
15686	14491
14501	10339
13577	12848
13681	14971
14874	14773
16446	11010
15070	16196
13785	12968
11563	17310
12803	9760
16530	16997
15338	13110
12166	20087
13322	17875
16436	14493
12151	18848
17986	12997
14336	13635
10083	10732
12232	18101
14714	14876
12875	14119
16293	10518
14585	19515
19594	12827
14543	13609
12374	14048
12937	14672
14246	13703
18091	11621
19650	12768
18691	11560
18704	12702
13601	14177
16775	14804
15088	10801
13528	13295
13768	12566
17066	13785
13285	11973
15829	15092
13211	12857
11882	18212
18326	16395
13277	20640
20570	16350
11884	11490
15456	13571
15942	11679
15231	11655
14835	11096
13357	16329
10660	13194
13762	12171
15369	14269
11617	16130
12419	17554
15942	13642
15460	14389
13090	13009
13737	18980
18104	11970
15563	16911
15359	12012
9655	13710
14679	11617
13224	16147
14806	13729
14197	14123
21242	12309
14111	13015
14226	15809
10678	13420
13736	14743
15044	14746
15071	15095
12882	15796
19317	16233
12872	14112
13443	15126
13580	12985
13408	13772
13159	15089
13574	11570
17476	23061
13774	13031
14874	15029
18579	15027
17756	19186
14616	15539
12090	16596
15774	14900
14911	15262
18498	13278
15259	14737
15738	12818
15184	13421
16388	13004
17990	13174
14773	12810
17631	13701
14346	13613
10222	12228
14611	19893
11752	17400
17562	12190
11357	12248
16042	10343
16639	13284
13556	15250
16479	15324
15195	14232
13123	11858
19265	13904
11684	13923
9419	13297
15440	15490
13533	12039
12980	15923
11933	17891
12318	16330
12535	11848
11829	12639
11466	16745
12873	13310
10154	17122
12916	10063
14882	13654
10859	14076
15361	16602
12052	16597
12182	12467
18830	12421
14318	17398
14365	15592
12263	13519
15730	17147
14663	13790
17257	12570
18630	15019
16053	11632
15484	12921
15341	13550
13290	13768
13294	17826
16965	13127
11502	13307
13171	12075
11108	12631
10882	15089
13638	12475
11394	12172
9704	14602
16147	18089
14613	13439
13665	12533
14139	11765
16428	15022
12308	18050
18600	14614
12296	15385
17757	16546
11101	19761
14197	15382
19377	13179
18376	21249
15060	18142
15189	15809
14653	16000
16899	17412
10497	14655
11132	14978
11378	13081
11176	13224
9572	12978
15474	13994
14005	13079
13484	13165
11392	14334
14123	13850
18117	10848
10570	13914
15031	13347
14945	11472
12819	15503
18563	15565
13213	17303
17532	16647
17033	12165
16251	14084
22625	10452
15861	15205
17799	17294
16310	12489
11806	16567
11829	11173
