Num_events_int	Num_events_noint
27760	29974
37641	27563
30981	34529
42660	41378
28217	32231
30519	47649
35298	32276
33945	32446
31887	47398
28627	41153
45187	35135
38263	26489
26558	29881
33972	27027
33392	40078
33793	28085
45687	37872
30272	29898
35424	30579
49373	39474
30144	28217
22098	38202
34441	31423
31101	22347
34821	25594
30167	38384
44504	26622
44705	27361
28566	30643
31784	25724
28259	26486
36410	43801
38267	29972
45567	22454
39838	21036
22499	24819
33783	29535
29530	34883
28792	25698
24419	41993
40732	29697
41501	41649
43264	35714
33642	26519
22412	28491
40986	29930
26634	35058
31281	40976
28459	24427
24678	32651
30235	27996
35054	27202
43184	29663
36455	31612
44465	27916
28199	31818
27920	32007
27186	25998
31218	34874
34283	33287
28556	35253
31422	32617
38356	31770
22363	28865
37038	28134
24190	24490
37829	28204
37103	40375
36969	45019
38878	36077
26468	38042
34533	36022
33533	40910
28841	26477
37266	26703
29623	26114
25560	31451
25211	23378
34054	41578
29545	41053
31291	23989
31940	32971
30731	26803
29663	30223
42868	28014
42594	31742
39518	21328
45948	27259
29957	35407
31358	24982
34312	29116
31213	25797
48728	45521
37025	26589
34609	29014
32835	35313
30983	28090
43805	29654
35023	41709
36693	38123
36927	31667
37977	29361
42866	32328
27286	29661
51264	44937
26302	39470
37533	27271
33051	24402
28679	26617
25893	41325
33934	33432
34741	31712
27325	36507
50097	29672
29994	24925
24773	25407
25059	35970
39436	46326
26849	33417
40840	35693
30797	38264
28466	28313
28529	30578
25749	35699
33413	26937
43432	44657
34564	57073
48880	48276
24203	39200
36451	38636
32571	37270
30077	31018
36122	27378
34616	50103
36284	31028
32186	36816
40884	27366
31739	36591
30902	45302
25238	33549
37323	29194
41613	23718
51106	30257
37259	30942
33131	27505
35197	28253
45188	25655
41784	46201
31335	31818
26908	22183
30925	28232
27511	25219
34661	37355
29483	32574
28977	26421
33975	30733
33362	21086
31799	35351
38980	29758
31159	28021
46484	28618
32215	34480
30779	37054
32573	35545
31714	27864
25510	40348
44316	32890
26522	35165
39738	22573
28933	36362
27891	34519
40103	27891
32916	30460
26329	31901
20961	28648
39899	36290
25334	31894
34043	27949
25891	23131
43955	32723
33847	29912
50216	46016
36245	26504
39528	30981
47389	30109
43106	45037
25016	32463
30612	25437
29540	28054
32117	28213
31639	32568
37806	35592
30776	32484
28684	45311
34011	34667
31398	27845
25922	24542
31231	34463
32069	29793
33141	34513
42485	27078
33665	20224
21782	31324
33996	29629
31655	32251
25959	41214
30541	30284
39052	25356
34381	42362
19506	33214
33829	32250
37862	31850
35008	37532
32117	35435
28246	32580
30599	28014
29133	25603
29072	29065
32429	29340
34742	37314
36283	32409
43560	24299
40428	34063
22941	38923
29152	31218
30437	40776
25175	51100
32608	30580
36721	30137
29109	27289
29226	30170
36922	37903
28660	33779
24888	29295
31867	25402
22390	24437
25667	28119
37461	33724
32438	37198
25539	32468
34865	31173
37275	24607
33511	33041
29256	31791
39277	29261
25352	35991
32198	33525
36706	37885
29869	33287
37373	34973
33728	41510
27819	33504
37418	37059
23561	34039
27431	34624
31483	31317
35695	26769
27425	27211
28681	28417
29950	24783
35910	37900
24220	34103
29516	33823
40616	31281
29036	37229
23962	32324
36665	23571
29238	24849
31789	47834
32782	22996
39863	33980
30566	41237
27612	33196
30931	25502
35861	29153
28741	31936
35701	30361
25973	37296
27484	38228
28616	30003
26307	27546
36134	24511
29179	26577
21864	24670
32521	25890
34910	30760
29927	30929
45984	24053
38438	25824
33538	31708
34309	32480
19928	35907
31490	35604
40565	34993
28765	32312
29254	33242
32185	28950
31729	34126
29362	29136
33012	33911
24576	26321
26776	29303
43207	28082
25868	32801
36431	39449
30478	26824
28850	30006
43848	25367
27340	28178
27332	39151
32590	29529
30485	29557
29921	30034
25532	27345
35466	28738
47585	23664
35370	32074
28943	28911
37021	42990
34377	33581
43903	30071
37033	30502
32292	31303
28737	30158
24996	33181
33272	35007
33290	20849
28952	34539
29355	21735
32603	25678
28755	27570
39768	33685
31642	33097
30384	29517
30085	27402
36442	37817
33778	30907
36547	38398
31363	36850
44856	24787
27486	39318
37868	27171
33934	46242
26855	33463
38005	30330
27985	36916
33992	24060
52874	31994
23172	30913
32664	31558
27641	26598
27543	37241
31124	57819
43262	32499
37081	33769
27163	29628
28393	37777
38533	36747
37451	33890
34811	22270
28754	32000
34384	46213
29353	44180
27176	41759
48355	36143
27724	29433
30954	38464
37031	29027
32896	32616
36927	29877
52344	37722
37685	28395
31834	39400
26920	27763
22696	33589
50456	34234
29937	38648
21698	24334
25586	34600
29734	24395
35453	27076
33141	24962
29578	38047
30877	35336
28387	25999
33319	35743
24463	32355
29508	29188
29073	25713
44385	26182
36648	33837
32331	30812
44764	31509
27183	36492
35399	26498
32292	34649
51277	33897
28530	30821
23907	37633
34531	29329
35772	36254
34618	31285
30984	26573
51362	31657
23961	30785
35476	30697
37131	29711
30023	32492
34579	32151
37545	38871
26008	32907
29150	31647
38104	32449
25845	32081
33212	28039
34725	25181
32956	25388
31949	31266
27332	45052
35684	34895
41001	24816
25744	26188
23505	38749
28561	29862
30316	36397
22919	30980
30917	39375
30229	26398
41035	22003
28831	34895
30481	36436
37924	29980
25421	29918
28735	32308
28269	30299
33390	31235
37646	32272
27603	34170
35355	31993
27099	22932
34531	22286
26961	30764
32436	31838
33444	27651
27876	26225
28545	28993
38199	30383
23829	34420
32513	31207
26244	29105
40651	19541
25842	27825
30111	33969
26891	38835
27490	31444
29354	29413
33014	31993
35017	41697
33411	37319
29273	40470
23810	29621
26490	33095
41894	33441
32933	26601
55180	39766
29089	25950
33231	22765
34193	30079
32108	28378
40706	34931
43597	28427
39592	30230
24855	29871
34659	27097
29065	43254
40698	26849
29401	40546
32731	44203
31261	35349
41979	33609
28511	23222
28067	45442
38909	26504
41540	27841
40896	37037
34009	32820
48468	30999
39935	32033
38001	38459
38552	30227
42538	35295
30577	29733
29277	33176
41752	38062
30741	32765
24245	31775
30623	27149
27480	30049
27415	28589
38740	35960
29344	44633
30451	27578
30824	29780
30263	28646
36186	39435
29683	29522
46815	34776
32104	43988
33837	20746
29417	45578
30408	24838
44811	31136
36713	31393
22281	25556
33224	31710
37253	36169
33301	31118
30060	33793
33424	39846
22909	28777
30458	29945
31247	33835
28150	37581
29980	29608
38210	35474
32165	33163
28610	31297
33494	35137
46670	23999
39382	43904
28360	27062
36463	40229
23316	36937
30328	24723
40194	41921
29784	35148
37617	40211
33019	26450
30903	29551
29645	45922
41682	29956
25306	31585
33412	37757
37279	44325
28753	30849
33943	32748
35074	26524
31943	42169
32311	32062
35179	41150
28707	31380
24474	29863
25067	24045
36041	41410
26367	28766
33056	36850
38861	29172
34133	30448
28037	23940
36419	25437
41770	33369
34259	27850
43029	27083
34077	28081
32070	36331
32174	32314
30391	35819
32483	34089
27602	32721
31390	33844
31714	29452
35153	32859
31612	36095
30422	40372
29013	38767
26862	28146
33902	34219
37763	25187
33670	35416
30576	24335
30112	38557
31781	37782
25670	27612
33259	34936
28028	25618
25193	28559
24044	25809
21012	34110
48961	40507
32243	28592
29724	27803
66760	28497
39014	31607
36940	39962
40437	40101
29696	27839
41631	29357
26471	38448
27985	23277
27911	30665
30249	28821
30489	25398
42161	34823
